n_top,n_bottom,n_outerwear,n_shoes,n_dress,n_accessory,n_total,frac_tshirt,frac_outerwear,frac_winter,frac_formal,n_colors,has_neutral,ghost_ratio,manca_capospalla,manca_scarpe,manca_formale,manca_invernale,troppe_tshirt,poca_varieta_colori,profile
21,8,0,0,0,0,29,0.6207,0.0,0.0,0.0,13,1.0,0.2027,1,1,1,1,1,0,tshirt_heavy
20,5,3,2,1,2,33,0.2121,0.0909,0.3333,0.303,9,1.0,0.3343,1,0,0,0,0,0,balanced
18,5,0,3,0,0,26,0.5769,0.0,0.0,0.0,10,1.0,0.2934,1,0,1,1,1,0,tshirt_heavy
9,4,1,3,0,1,18,0.2222,0.0556,0.2222,0.1667,4,1.0,0.1959,1,0,0,0,0,0,balanced
6,6,7,6,4,0,29,0.0,0.2414,0.2414,0.4828,7,1.0,0.5325,0,0,0,0,0,0,formal
21,5,0,4,0,0,30,0.6,0.0,0.0,0.0,4,1.0,0.2135,1,0,1,1,1,0,tshirt_heavy
2,1,0,4,0,0,7,0.1429,0.0,0.0,0.1429,3,1.0,0.2507,1,0,1,1,0,0,minimal
2,2,0,1,0,0,5,0.2,0.0,0.0,0.2,1,0.0,0.4331,1,1,1,0,0,1,minimal
11,7,0,4,6,0,28,0.3929,0.0,0.0,0.2143,10,1.0,0.3001,1,0,0,1,0,0,summer_only
3,1,0,1,0,0,5,0.6,0.0,0.0,0.0,2,0.0,0.1789,1,1,1,0,1,1,minimal
7,5,0,4,4,0,20,0.35,0.0,0.0,0.2,10,1.0,0.1811,1,0,0,1,0,0,summer_only
2,2,0,3,0,0,7,0.2857,0.0,0.0,0.0,4,1.0,0.1954,1,1,1,1,0,0,minimal
9,14,0,0,2,0,25,0.36,0.0,0.0,0.08,9,1.0,0.6476,1,1,0,1,1,0,summer_only
16,8,3,0,4,3,34,0.0294,0.0882,0.3529,0.1765,2,1.0,0.1864,1,1,0,0,0,1,random
21,4,0,2,0,0,27,0.7407,0.0,0.0,0.0,3,1.0,0.1863,1,1,1,1,1,0,tshirt_heavy
15,5,0,3,0,0,23,0.6087,0.0,0.0,0.0,6,1.0,0.0788,1,0,1,1,1,0,tshirt_heavy
4,5,8,3,3,0,23,0.0,0.3478,0.3478,0.6087,6,1.0,0.3506,0,0,0,1,0,0,formal
12,4,3,6,0,3,28,0.2143,0.1071,0.2857,0.1071,13,1.0,0.1877,0,0,0,0,0,0,balanced
12,6,6,6,2,0,32,0.0,0.1875,0.1875,0.5,2,1.0,0.0793,0,0,0,0,0,1,formal
10,7,7,6,0,3,33,0.0303,0.2121,0.4848,0.1515,1,1.0,0.0378,0,0,0,0,0,1,balanced
8,5,2,8,0,2,25,0.2,0.08,0.24,0.04,2,0.0,0.0737,1,0,1,0,0,1,balanced
9,8,2,4,1,2,26,0.1538,0.0769,0.1923,0.1538,9,1.0,0.1727,1,0,0,0,0,0,balanced
1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,1,0.0,0.149,0,1,1,0,0,1,minimal
14,6,0,3,0,0,23,0.5217,0.0,0.0,0.0,9,1.0,0.4747,1,0,1,1,1,0,tshirt_heavy
5,0,0,0,0,0,5,0.4,0.0,0.0,0.6,5,1.0,0.1519,1,1,0,0,0,0,minimal
6,9,3,8,1,0,27,0.037,0.1111,0.1481,0.2593,4,1.0,0.4324,0,0,0,0,0,0,balanced
19,8,0,6,0,0,33,0.3939,0.0,0.0,0.0,10,1.0,0.5541,1,0,1,1,0,0,tshirt_heavy
11,8,7,4,4,0,34,0.0,0.2059,0.2059,0.5,13,1.0,0.0857,0,0,0,0,0,0,formal
7,6,5,6,4,0,28,0.0,0.1786,0.1786,0.5714,4,1.0,0.5194,0,0,0,0,0,0,formal
10,7,0,0,2,0,19,0.5263,0.0,0.0,0.1053,2,1.0,0.4405,1,1,0,1,1,1,summer_only
1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,1,0.0,0.2468,1,1,1,0,0,1,minimal
9,4,0,1,0,4,18,0.2222,0.0,0.3889,0.0556,2,1.0,0.2497,1,1,1,0,0,1,balanced
11,5,2,4,1,3,26,0.0769,0.0769,0.3846,0.1154,4,1.0,0.2319,1,0,0,0,0,0,balanced
23,9,0,1,0,0,33,0.4848,0.0,0.0,0.0,12,1.0,0.103,1,1,1,1,1,0,tshirt_heavy
5,1,0,2,0,0,8,0.375,0.0,0.0,0.25,1,0.0,0.251,1,0,0,1,0,1,minimal
10,3,12,0,3,6,34,0.1176,0.3529,0.4706,0.2059,8,1.0,0.2719,0,1,0,0,0,0,random
4,3,4,1,3,0,15,0.0,0.2667,0.2667,0.4667,5,1.0,0.3316,0,1,0,0,0,0,formal
12,8,0,5,0,0,25,0.4,0.0,0.0,0.0,8,1.0,0.6161,1,0,1,1,0,0,tshirt_heavy
12,10,0,2,0,0,24,0.2917,0.0,0.0,0.0,1,0.0,0.2067,1,0,1,1,0,1,tshirt_heavy
6,2,5,3,3,0,19,0.0,0.2632,0.2632,0.6842,13,1.0,0.354,0,0,0,0,0,0,formal
1,1,0,2,0,0,4,0.25,0.0,0.0,0.0,1,0.0,0.2559,1,0,1,0,0,1,minimal
5,3,7,0,2,4,21,0.0476,0.3333,0.5238,0.1905,7,1.0,0.1066,0,1,0,0,0,0,random
7,6,4,4,3,0,24,0.0,0.1667,0.1667,0.5833,7,1.0,0.1888,0,0,0,0,0,0,formal
12,5,1,6,0,3,27,0.1481,0.037,0.2222,0.1852,13,1.0,0.0901,1,0,0,0,0,0,balanced
8,9,4,1,2,4,28,0.0357,0.1429,0.2143,0.3214,10,1.0,0.1104,0,1,0,0,0,0,random
1,6,3,3,6,10,29,0.0345,0.1034,0.3103,0.2069,11,1.0,0.4494,0,0,0,0,0,0,random
16,3,3,5,0,2,29,0.2414,0.1034,0.2414,0.1724,6,1.0,0.2314,0,0,0,0,0,0,balanced
3,2,0,1,0,0,6,0.5,0.0,0.0,0.0,6,1.0,0.2693,1,1,1,1,1,0,minimal
7,2,7,2,1,5,24,0.125,0.2917,0.4583,0.25,9,1.0,0.473,0,0,0,0,0,0,random
9,3,0,3,1,0,16,0.5625,0.0,0.0,0.0625,10,1.0,0.4336,1,0,1,1,1,0,summer_only
15,5,0,3,0,0,23,0.5652,0.0,0.0,0.0,7,1.0,0.3979,1,0,1,0,1,0,tshirt_heavy
5,6,6,3,4,0,24,0.0,0.25,0.25,0.5417,2,1.0,0.1253,0,0,0,0,0,1,formal
22,8,0,3,0,0,33,0.6061,0.0,0.0,0.0,5,1.0,0.5045,1,0,1,1,1,0,tshirt_heavy
2,2,0,1,0,0,5,0.4,0.0,0.0,0.0,4,1.0,0.3876,1,1,1,0,0,0,minimal
1,1,0,1,0,0,3,0.3333,0.0,0.0,0.0,2,0.0,0.5299,1,0,1,0,0,1,minimal
6,5,5,3,5,0,24,0.0,0.2083,0.2083,0.6667,1,1.0,0.3478,0,0,0,0,0,1,formal
3,1,0,4,0,0,8,0.375,0.0,0.0,0.0,6,1.0,0.4492,1,0,1,1,0,0,minimal
12,8,0,3,0,0,23,0.3478,0.0,0.0,0.0,7,1.0,0.4466,1,0,1,1,0,0,tshirt_heavy
9,5,8,3,2,9,36,0.0833,0.2222,0.3611,0.2222,8,1.0,0.3647,0,0,0,0,0,0,random
12,3,2,2,4,3,26,0.1923,0.0769,0.3846,0.1923,10,1.0,0.3969,1,0,0,0,0,0,random
3,2,0,0,0,0,5,0.6,0.0,0.0,0.0,3,1.0,0.4023,1,1,1,0,1,0,minimal
16,10,0,2,0,0,28,0.3571,0.0,0.0,0.0,11,1.0,0.15,1,0,1,1,0,0,tshirt_heavy
16,5,3,8,0,2,34,0.2647,0.0882,0.2059,0.2059,13,1.0,0.4865,1,0,0,0,0,0,balanced
4,6,0,2,1,0,13,0.3077,0.0,0.0,0.0769,3,0.0,0.3226,1,0,1,1,0,1,summer_only
16,5,0,3,0,0,24,0.375,0.0,0.0,0.0,2,0.0,0.2489,1,0,1,1,0,1,tshirt_heavy
9,10,0,4,2,0,25,0.36,0.0,0.0,0.08,4,1.0,0.4725,1,0,0,1,0,0,summer_only
17,5,0,2,0,0,24,0.5417,0.0,0.0,0.0,13,1.0,0.246,1,0,1,1,1,0,tshirt_heavy
8,11,0,2,3,0,24,0.3333,0.0,0.0,0.125,12,1.0,0.1335,1,0,0,1,0,0,summer_only
6,9,0,5,5,0,25,0.24,0.0,0.0,0.2,2,1.0,0.0882,1,0,0,1,0,1,summer_only
9,7,5,8,3,0,32,0.0,0.1562,0.1562,0.5,10,1.0,0.1809,0,0,0,0,0,0,formal
12,2,2,6,2,0,24,0.2083,0.0833,0.1667,0.25,9,1.0,0.2497,1,0,0,0,0,0,balanced
8,7,0,3,1,0,19,0.4211,0.0,0.0,0.0526,2,1.0,0.1143,1,0,1,1,1,1,summer_only
2,0,0,0,0,0,2,0.5,0.0,0.0,0.5,2,1.0,0.3285,1,1,1,0,0,1,minimal
7,3,0,1,0,0,11,0.5455,0.0,0.0,0.0909,5,1.0,0.135,1,1,1,1,1,0,minimal
15,8,0,3,0,2,28,0.1786,0.0,0.25,0.1071,11,1.0,0.1557,1,0,1,0,0,0,balanced
7,4,2,2,0,2,17,0.2353,0.1176,0.2941,0.1176,7,1.0,0.144,0,0,0,0,0,0,balanced
19,5,0,3,0,0,27,0.5185,0.0,0.0,0.0,2,1.0,0.2752,1,0,1,1,1,1,tshirt_heavy
11,11,0,3,1,6,32,0.0625,0.0,0.1562,0.25,3,1.0,0.0219,1,0,0,0,0,0,random
3,1,0,1,0,0,5,0.6,0.0,0.0,0.0,3,1.0,0.2171,1,1,1,0,1,0,minimal
9,9,5,4,2,4,33,0.0606,0.1515,0.4242,0.1818,1,0.0,0.3563,0,0,0,0,0,1,random
18,5,0,1,0,0,24,0.5833,0.0,0.0,0.0,2,1.0,0.1594,1,1,1,1,1,1,tshirt_heavy
9,10,4,2,0,2,27,0.1111,0.1481,0.3333,0.1481,13,1.0,0.1617,0,0,0,0,0,0,balanced
2,1,0,0,0,0,3,0.6667,0.0,0.0,0.0,3,1.0,0.2553,1,1,1,0,0,0,minimal
2,3,0,3,0,0,8,0.125,0.0,0.0,0.125,7,1.0,0.3112,1,0,1,1,0,0,minimal
15,8,0,1,0,0,24,0.5417,0.0,0.0,0.0,6,1.0,0.357,1,1,1,1,1,0,tshirt_heavy
11,3,4,3,0,1,22,0.3636,0.1818,0.2273,0.1818,5,1.0,0.4539,0,0,0,0,0,0,random
9,10,1,2,1,1,24,0.0417,0.0417,0.125,0.25,13,1.0,0.4079,1,0,0,0,0,0,balanced
6,4,9,4,3,0,26,0.0,0.3462,0.3462,0.5385,7,1.0,0.5363,0,0,0,0,0,0,formal
11,8,1,0,2,5,27,0.1111,0.037,0.3333,0.1481,1,1.0,0.2233,1,1,0,0,0,1,random
9,10,8,1,2,1,31,0.129,0.2581,0.2581,0.2581,8,1.0,0.1383,0,1,0,0,0,0,random
5,13,0,4,3,0,25,0.2,0.0,0.0,0.12,9,1.0,0.4271,1,0,0,1,0,0,summer_only
7,9,1,2,1,2,22,0.0909,0.0455,0.2727,0.1364,10,1.0,0.2045,1,0,0,0,0,0,random
3,9,3,4,7,0,26,0.0,0.1154,0.1154,0.4615,7,1.0,0.1188,0,0,0,0,0,0,formal
6,8,7,1,0,2,24,0.0,0.2917,0.4167,0.0417,6,1.0,0.6326,0,1,1,0,0,0,random
18,7,0,1,0,0,26,0.5,0.0,0.0,0.0,11,1.0,0.5509,1,1,1,1,1,0,tshirt_heavy
2,2,0,1,0,0,5,0.2,0.0,0.0,0.2,1,0.0,0.4811,1,1,1,0,0,1,minimal
9,8,0,2,0,0,19,0.3684,0.0,0.0,0.0,2,1.0,0.5647,1,0,1,1,0,1,tshirt_heavy
17,7,3,6,1,2,36,0.1389,0.0833,0.3333,0.1667,11,1.0,0.0942,1,0,0,0,0,0,balanced
16,4,4,4,0,2,30,0.2,0.1333,0.4333,0.1,9,1.0,0.2647,0,0,0,0,0,0,balanced
12,7,7,8,4,0,38,0.0,0.1842,0.1842,0.5789,10,1.0,0.3993,0,0,0,0,0,0,formal
7,3,0,3,2,0,15,0.4667,0.0,0.0,0.1333,8,1.0,0.148,1,0,0,1,1,0,summer_only
1,0,0,1,0,0,2,0.5,0.0,0.0,0.0,2,1.0,0.096,1,1,1,0,0,1,minimal
8,5,5,8,5,0,31,0.0,0.1613,0.1613,0.5484,7,1.0,0.2203,0,0,0,0,0,0,formal
9,10,3,7,1,5,35,0.0857,0.0857,0.2857,0.0857,2,1.0,0.2114,1,0,0,0,0,1,balanced
4,5,5,6,2,0,22,0.0,0.2273,0.2273,0.4091,3,1.0,0.3818,0,0,0,0,0,0,formal
7,7,0,3,2,0,19,0.3684,0.0,0.0,0.1053,11,1.0,0.3061,1,0,0,1,0,0,summer_only
2,12,6,1,2,11,34,0.0,0.1765,0.2647,0.1765,5,1.0,0.0948,0,1,0,0,0,0,random
1,0,0,1,0,0,2,0.5,0.0,0.0,0.0,2,1.0,0.3339,1,1,1,0,0,1,minimal
9,12,5,2,4,0,32,0.0,0.1562,0.1562,0.5,7,1.0,0.1127,0,0,0,0,0,0,formal
10,11,8,3,4,0,36,0.0,0.2222,0.2222,0.5,3,1.0,0.1162,0,0,0,0,0,0,formal
10,17,3,2,1,3,36,0.0556,0.0833,0.1944,0.2222,7,1.0,0.2436,1,0,0,0,0,0,random
8,7,0,4,2,0,21,0.381,0.0,0.0,0.0952,5,1.0,0.3513,1,0,0,1,0,0,summer_only
14,4,13,7,6,0,44,0.0,0.2955,0.2955,0.6818,6,1.0,0.2274,0,0,0,0,0,0,formal
25,13,0,4,0,0,42,0.4762,0.0,0.0,0.0,3,1.0,0.4021,1,0,1,1,1,0,tshirt_heavy
22,7,0,4,0,0,33,0.4545,0.0,0.0,0.0,2,0.0,0.3412,1,0,1,1,1,1,tshirt_heavy
11,6,0,1,2,0,20,0.55,0.0,0.0,0.1,2,1.0,0.173,1,1,0,1,1,1,summer_only
10,5,5,4,6,0,30,0.0,0.1667,0.1667,0.6333,9,1.0,0.4052,0,0,0,0,0,0,formal
8,7,4,3,2,0,24,0.0,0.1667,0.1667,0.5417,1,0.0,0.4214,0,1,0,0,0,1,formal
0,2,0,3,0,0,5,0.0,0.0,0.0,0.0,1,1.0,0.1414,1,0,1,0,0,1,minimal
16,8,0,4,0,0,28,0.5,0.0,0.0,0.0,6,1.0,0.1231,1,0,1,1,1,0,tshirt_heavy
5,3,3,6,10,0,27,0.0,0.1111,0.1111,0.6667,12,1.0,0.3805,0,0,0,0,0,0,formal
6,12,0,5,2,0,25,0.24,0.0,0.0,0.08,8,1.0,0.1452,1,0,0,1,0,0,summer_only
8,16,10,3,5,7,49,0.0408,0.2041,0.2857,0.3673,13,1.0,0.1626,0,0,0,0,0,0,random
5,3,4,3,5,0,20,0.0,0.2,0.2,0.65,10,1.0,0.1923,0,0,0,0,0,0,formal
1,1,0,1,0,0,3,0.0,0.0,0.0,0.3333,3,0.0,0.5838,1,1,1,0,0,1,minimal
10,5,3,7,2,0,27,0.0,0.1111,0.1111,0.5185,1,1.0,0.406,0,0,0,0,0,1,formal
9,6,0,3,2,0,20,0.45,0.0,0.0,0.1,7,1.0,0.0204,1,0,0,1,1,0,summer_only
10,10,0,2,4,0,26,0.3846,0.0,0.0,0.1538,9,1.0,0.6741,1,0,0,1,0,0,summer_only
17,4,3,3,0,3,30,0.1333,0.1,0.3333,0.1667,11,1.0,0.1743,0,0,0,0,0,0,balanced
1,0,0,2,0,0,3,0.3333,0.0,0.0,0.0,3,1.0,0.1073,1,0,1,0,0,0,minimal
13,8,0,3,2,0,26,0.5,0.0,0.0,0.0769,2,1.0,0.2286,1,0,0,1,1,1,summer_only
8,7,0,4,4,0,23,0.3478,0.0,0.0,0.1739,4,1.0,0.0129,1,0,0,1,0,0,summer_only
16,7,0,7,0,0,30,0.4,0.0,0.0,0.0,5,1.0,0.3128,1,0,1,1,0,1,tshirt_heavy
9,6,7,2,7,0,31,0.0,0.2258,0.2258,0.6774,1,0.0,0.2713,0,0,0,0,0,1,formal
3,1,0,1,0,0,5,0.4,0.0,0.0,0.2,2,1.0,0.1595,1,1,1,0,0,1,minimal
3,3,0,0,0,0,6,0.5,0.0,0.0,0.0,6,1.0,0.2866,1,1,1,1,1,0,minimal
2,0,0,1,0,0,3,0.6667,0.0,0.0,0.0,1,0.0,0.3719,1,1,1,0,0,1,minimal
23,5,0,2,0,0,30,0.6,0.0,0.0,0.0,13,1.0,0.1358,1,0,1,1,1,0,tshirt_heavy
1,2,0,1,0,0,4,0.25,0.0,0.0,0.0,3,0.0,0.3227,1,1,1,0,0,1,minimal
8,11,8,3,5,0,35,0.0,0.2286,0.2286,0.6,5,1.0,0.3237,0,0,0,0,0,0,formal
5,2,0,0,2,0,9,0.5556,0.0,0.0,0.2222,4,1.0,0.5245,1,1,0,1,1,0,summer_only
9,8,5,7,3,0,32,0.0,0.1562,0.1562,0.4688,5,1.0,0.1246,0,0,0,0,0,0,formal
19,7,2,5,1,2,36,0.3333,0.0556,0.1667,0.1389,1,1.0,0.3898,1,0,0,0,0,1,balanced
22,2,0,4,0,0,28,0.7143,0.0,0.0,0.0,11,1.0,0.2243,1,0,1,1,1,0,tshirt_heavy
3,14,0,3,3,0,23,0.1304,0.0,0.0,0.1304,9,1.0,0.5097,0,0,0,1,0,0,summer_only
2,2,0,2,0,0,6,0.3333,0.0,0.0,0.0,1,1.0,0.004,0,0,1,1,0,1,minimal
8,6,4,4,4,0,26,0.0,0.1538,0.1538,0.5769,1,0.0,0.211,0,0,0,0,0,1,formal
3,12,0,4,2,0,21,0.1429,0.0,0.0,0.0952,6,1.0,0.3095,1,0,0,1,0,0,summer_only
14,7,0,3,0,0,24,0.5,0.0,0.0,0.0,6,1.0,0.3226,1,0,1,1,1,0,tshirt_heavy
4,6,3,4,3,0,20,0.0,0.15,0.15,0.4,9,1.0,0.1955,0,0,0,0,0,0,formal
9,6,4,4,4,0,27,0.0,0.1481,0.1481,0.5556,7,1.0,0.1797,0,0,0,0,0,0,formal
19,5,0,2,0,0,26,0.6923,0.0,0.0,0.0,12,1.0,0.4583,1,0,1,1,1,0,tshirt_heavy
1,1,0,0,0,0,2,0.5,0.0,0.0,0.0,1,0.0,0.4325,1,1,1,0,0,1,minimal
25,8,0,0,0,0,33,0.697,0.0,0.0,0.0,9,1.0,0.2613,1,1,1,1,1,0,tshirt_heavy
19,10,0,3,0,0,32,0.5,0.0,0.0,0.0,4,1.0,0.4004,1,0,1,1,1,0,tshirt_heavy
21,6,0,1,0,0,28,0.5357,0.0,0.0,0.0,2,1.0,0.1008,1,1,1,1,1,1,tshirt_heavy
2,3,0,0,0,0,5,0.4,0.0,0.0,0.0,3,1.0,0.302,1,1,1,0,0,0,minimal
9,6,0,5,0,0,20,0.45,0.0,0.0,0.0,4,1.0,0.7004,1,0,1,1,1,0,summer_only
12,7,10,3,4,0,36,0.0,0.2778,0.2778,0.6111,9,1.0,0.2375,0,0,0,0,0,0,formal
3,5,8,4,3,0,23,0.0,0.3478,0.3478,0.4783,6,1.0,0.1888,0,0,0,0,0,0,formal
2,12,2,1,0,8,25,0.0,0.08,0.32,0.08,8,1.0,0.1741,1,1,0,0,0,0,random
9,5,4,4,6,0,28,0.0,0.1429,0.1429,0.6786,8,1.0,0.2749,0,0,0,0,0,0,formal
11,9,5,4,1,3,33,0.1212,0.1515,0.2727,0.2121,2,1.0,0.2963,0,0,0,0,0,1,balanced
7,3,0,4,4,0,18,0.3889,0.0,0.0,0.2222,4,0.0,0.4156,1,0,0,1,0,1,summer_only
2,1,0,0,0,0,3,0.6667,0.0,0.0,0.0,2,0.0,0.2087,1,1,1,0,0,1,minimal
18,7,4,0,1,1,31,0.3226,0.129,0.3226,0.129,6,1.0,0.3276,0,1,0,0,0,0,balanced
0,1,0,2,0,0,3,0.0,0.0,0.0,0.0,2,1.0,0.4683,1,0,1,0,0,1,minimal
6,7,6,7,5,0,31,0.0,0.1935,0.1935,0.4194,10,1.0,0.2209,0,0,0,0,0,0,formal
21,8,0,3,0,0,32,0.5,0.0,0.0,0.0,11,1.0,0.3689,1,0,1,1,1,0,tshirt_heavy
4,5,6,3,2,0,20,0.0,0.3,0.3,0.4,3,1.0,0.1717,0,0,0,0,0,0,formal
15,4,3,5,0,0,27,0.2593,0.1111,0.2963,0.0741,4,1.0,0.1224,0,0,0,0,0,0,balanced
1,1,0,0,0,0,2,0.0,0.0,0.0,0.5,2,1.0,0.1106,1,1,1,0,0,1,minimal
19,6,0,0,0,0,25,0.6,0.0,0.0,0.0,3,1.0,0.3308,1,1,1,1,1,0,tshirt_heavy
12,4,1,7,1,1,26,0.2308,0.0385,0.1154,0.1154,7,1.0,0.1773,1,0,0,0,0,0,balanced
4,5,3,8,6,0,26,0.0,0.1154,0.1154,0.4231,11,1.0,0.4988,0,0,0,0,0,0,formal
6,3,2,1,0,4,16,0.0,0.125,0.375,0.0625,9,1.0,0.5532,0,1,1,0,0,0,random
9,6,5,8,5,0,33,0.0,0.1515,0.1515,0.5152,11,1.0,0.3761,0,0,0,0,0,0,formal
5,13,5,0,0,3,26,0.0385,0.1923,0.1923,0.0385,13,1.0,0.4921,0,1,1,0,0,0,random
3,2,0,1,0,0,6,0.5,0.0,0.0,0.0,6,1.0,0.0655,1,1,1,1,1,0,minimal
5,7,6,8,6,0,32,0.0,0.1875,0.1875,0.4688,4,1.0,0.0232,0,0,0,0,0,0,formal
12,4,1,4,0,1,22,0.0909,0.0455,0.2727,0.1364,8,1.0,0.0929,1,0,0,0,0,0,balanced
16,7,0,2,0,0,25,0.44,0.0,0.0,0.0,9,1.0,0.3729,1,0,1,1,1,0,tshirt_heavy
1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,1,1.0,0.205,1,1,1,0,0,1,minimal
17,5,0,2,0,0,24,0.5417,0.0,0.0,0.0,12,1.0,0.109,1,0,1,1,1,0,tshirt_heavy
11,9,0,1,4,0,25,0.44,0.0,0.0,0.16,9,1.0,0.1837,1,1,0,1,1,0,summer_only
9,2,4,0,3,2,20,0.05,0.2,0.35,0.45,13,1.0,0.3801,0,1,0,0,0,0,random
28,10,0,4,0,0,42,0.5238,0.0,0.0,0.0,3,1.0,0.5266,1,0,1,1,1,0,tshirt_heavy
3,3,4,3,2,0,15,0.0,0.2667,0.2667,0.4667,4,1.0,0.3978,0,0,0,0,0,0,formal
5,7,2,3,0,7,24,0.0417,0.0833,0.125,0.0417,1,0.0,0.5535,1,0,1,0,0,1,random
7,10,0,2,2,2,23,0.0435,0.0,0.0,0.2609,7,1.0,0.5163,1,0,0,1,0,0,random
5,4,7,4,4,0,24,0.0,0.2917,0.2917,0.625,8,1.0,0.2698,0,0,0,0,0,0,formal
12,19,4,5,5,4,49,0.0612,0.0816,0.1633,0.2245,12,1.0,0.4049,1,0,0,0,0,0,random
6,6,0,7,3,0,22,0.2727,0.0,0.0,0.1364,3,1.0,0.2317,1,0,0,1,0,0,summer_only
14,8,10,4,3,0,39,0.0,0.2564,0.2564,0.641,5,1.0,0.2095,0,0,0,0,0,0,formal
8,6,7,1,5,0,27,0.0,0.2593,0.2593,0.6296,10,1.0,0.5875,0,1,0,0,0,0,formal
22,12,0,3,0,0,37,0.4595,0.0,0.0,0.0,2,0.0,0.2228,1,0,1,1,0,1,tshirt_heavy
8,7,4,4,2,0,25,0.0,0.16,0.16,0.48,3,1.0,0.3205,0,0,0,0,0,0,formal
5,0,0,2,0,0,7,0.7143,0.0,0.0,0.0,3,1.0,0.3993,1,0,1,1,1,0,minimal
2,1,0,4,0,0,7,0.1429,0.0,0.0,0.1429,5,1.0,0.4326,1,0,1,1,0,0,minimal
8,9,0,1,2,0,20,0.4,0.0,0.0,0.1,2,1.0,0.2535,1,1,0,1,0,1,summer_only
10,5,7,2,8,0,32,0.0,0.2188,0.2188,0.6562,1,1.0,0.0795,0,0,0,0,0,1,formal
2,6,12,7,2,0,29,0.0,0.4138,0.4138,0.4483,2,1.0,0.3604,0,0,0,0,0,1,formal
14,3,2,3,4,1,27,0.2963,0.0741,0.2222,0.2963,5,1.0,0.1662,1,0,0,0,0,0,balanced
8,4,10,3,0,2,27,0.1481,0.3704,0.5556,0.2222,11,1.0,0.5403,0,0,0,0,0,0,random
17,7,0,0,0,0,24,0.5417,0.0,0.0,0.0,6,1.0,0.1907,1,1,1,1,1,0,tshirt_heavy
9,12,0,2,4,0,27,0.3333,0.0,0.0,0.1481,1,1.0,0.3013,1,0,0,1,0,1,summer_only
6,1,7,0,0,3,17,0.1176,0.4118,0.4706,0.1765,10,1.0,0.1191,0,1,0,0,0,0,random
14,3,9,3,2,1,32,0.0938,0.2812,0.375,0.375,13,1.0,0.2564,0,0,0,0,0,0,balanced
3,0,0,0,0,0,3,0.6667,0.0,0.0,0.3333,2,1.0,0.4123,1,1,1,0,0,1,minimal
6,6,7,5,4,0,28,0.0,0.25,0.25,0.5357,13,1.0,0.1119,0,0,0,0,0,0,formal
15,5,0,7,0,0,27,0.4074,0.0,0.0,0.0,8,1.0,0.2348,1,0,1,1,1,0,tshirt_heavy
9,10,0,3,0,0,22,0.4091,0.0,0.0,0.0,1,1.0,0.3994,1,0,1,1,1,1,summer_only
13,7,0,4,0,0,24,0.4583,0.0,0.0,0.0,12,1.0,0.3267,1,0,1,1,1,0,tshirt_heavy
1,0,0,2,0,0,3,0.0,0.0,0.0,0.3333,1,1.0,0.403,1,0,1,0,0,1,minimal
12,6,4,4,1,1,28,0.0714,0.1429,0.2857,0.25,3,0.0,0.3213,0,0,0,0,0,1,balanced
8,6,0,4,4,0,22,0.3636,0.0,0.0,0.1818,1,0.0,0.1849,1,0,0,1,0,1,summer_only
17,11,0,1,2,1,32,0.0938,0.0,0.2188,0.0938,5,1.0,0.0353,1,1,0,0,0,0,random
3,10,0,1,2,0,16,0.1875,0.0,0.0,0.125,9,1.0,0.4336,1,1,0,1,0,0,summer_only
4,5,5,2,1,6,23,0.0435,0.2174,0.4783,0.3043,3,0.0,0.2045,0,0,0,0,0,1,random
7,4,3,1,3,0,18,0.0,0.1667,0.1667,0.7222,2,1.0,0.442,0,1,0,0,0,1,formal
20,7,0,1,0,0,28,0.6071,0.0,0.0,0.0,4,1.0,0.073,1,1,1,1,1,0,tshirt_heavy
5,6,5,2,2,0,20,0.0,0.25,0.25,0.5,13,1.0,0.2397,0,0,0,0,0,0,formal
8,4,8,2,2,0,24,0.0,0.3333,0.3333,0.7083,3,1.0,0.4351,0,0,0,0,0,0,formal
3,7,0,0,5,0,15,0.2,0.0,0.0,0.3333,6,1.0,0.6113,1,1,0,1,0,0,summer_only
11,14,3,0,3,0,31,0.0645,0.0968,0.2258,0.2258,13,1.0,0.5001,1,1,0,0,0,0,random
8,0,0,4,0,3,15,0.2,0.0,0.2667,0.0667,3,1.0,0.1191,1,0,1,0,0,0,random
16,5,0,1,0,0,22,0.6364,0.0,0.0,0.0,8,1.0,0.0941,1,1,1,1,1,0,tshirt_heavy
14,4,1,6,2,3,30,0.2333,0.0333,0.2333,0.2,11,1.0,0.0098,1,0,0,0,0,0,balanced
7,13,5,3,2,0,30,0.0,0.1667,0.1667,0.4333,1,1.0,0.2787,0,0,0,0,0,1,formal
9,8,0,1,3,0,21,0.4286,0.0,0.0,0.1429,13,1.0,0.2277,1,1,0,1,1,0,summer_only
3,4,6,2,1,1,17,0.0,0.3529,0.3529,0.2353,1,0.0,0.0371,0,0,0,0,0,1,random
13,6,3,0,8,3,33,0.2424,0.0909,0.1515,0.3333,2,1.0,0.4658,1,1,0,0,0,1,random
28,4,0,7,0,0,39,0.6154,0.0,0.0,0.0,4,1.0,0.4153,1,0,1,1,1,0,tshirt_heavy
